11 6.0000 5.0000 5.0000 5.0000 4.0000 6.0000 4.0000 5.0000 5.0000 4.0000 6.0000 4.0000 5.0000 4.0000 5.0000 4.0000 5.0000 5.0000 6.0000 5.0000 5.0000 5.0000 5.0000 5.0000 6.0000 5.0000 6.0000 6.0000 6.0000 4.0000 5.0000 4.0000 3.0000 5.0000 4.0000 5.0000 4.0000 4.0000
10 3.0000 4.0000 3.0000 4.0000 3.0000 4.0000 6.0000 7.0000 6.0000 6.0000 3.0000 5.0000 7.0000 6.0000 5.0000 7.0000 7.0000 5.0000 5.0000 4.0000 4.0000 5.0000 4.0000 3.0000 4.0000 4.0000 3.0000 3.0000 5.0000 5.0000 5.0000 5.0000 3.0000 5.0000 5.0000 5.0000 5.0000 3.0000
12 3.0000 5.0000 5.0000 4.0000 4.0000 4.0000 4.0000 5.0000 4.0000 6.0000 3.0000 4.0000 4.0000 6.0000 5.0000 7.0000 1.0000 4.0000 4.0000 4.0000 4.0000 4.0000 4.0000 3.0000 3.0000 4.0000 3.0000 3.0000 4.0000 4.0000 3.0000 5.0000 4.0000 4.0000 4.0000 4.0000 4.0000 5.0000
13 4.0000 4.0000 4.0000 5.0000 5.0000 4.0000 4.0000 3.0000 4.0000 5.0000 4.0000 5.0000 5.0000 4.0000 6.0000 4.0000 6.0000 2.0000 6.0000 5.0000 7.0000 7.0000 4.0000 6.0000 7.0000 6.0000 7.0000 6.0000 4.0000 6.0000 5.0000 4.0000 4.0000 4.0000 5.0000 4.0000 4.0000 5.0000
14 5.0000 5.0000 6.0000 5.0000 6.0000 4.0000 5.0000 5.0000 4.0000 3.0000 5.0000 2.0000 4.0000 3.0000 2.0000 4.0000 4.0000 3.0000 2.0000 2.0000 2.0000 3.0000 1.0000 4.0000 3.0000 3.0000 4.0000 2.0000 6.0000 6.0000 7.0000 7.0000 1.0000 7.0000 7.0000 6.0000 7.0000 1.0000
13 1.0000 2.0000 2.0000 2.0000 2.0000 3.0000 6.0000 6.0000 7.0000 5.0000 6.0000 6.0000 5.0000 5.0000 6.0000 6.0000 6.0000 3.0000 4.0000 3.0000 4.0000 3.0000 5.0000 1.0000 1.0000 1.0000 2.0000 1.0000 2.0000 1.0000 2.0000 2.0000 6.0000 1.0000 1.0000 1.0000 1.0000 6.0000
6 4.0000 4.0000 3.0000 4.0000 4.0000 3.0000 7.0000 5.0000 6.0000 6.0000 6.0000 6.0000 4.0000 3.0000 5.0000 6.0000 3.0000 6.0000 6.0000 7.0000 6.0000 5.0000 7.0000 3.0000 4.0000 3.0000 3.0000 3.0000 7.0000 7.0000 7.0000 6.0000 1.0000 7.0000 7.0000 6.0000 7.0000 1.0000
15 3.0000 4.0000 2.0000 4.0000 3.0000 4.0000 3.0000 7.0000 4.0000 4.0000 3.0000 4.0000 2.0000 3.0000 3.0000 3.0000 3.0000 3.0000 5.0000 3.0000 2.0000 4.0000 5.0000 4.0000 2.0000 3.0000 4.0000 4.0000 6.0000 6.0000 6.0000 6.0000 3.0000 6.0000 5.0000 6.0000 6.0000 2.0000
16 4.0000 2.0000 3.0000 2.0000 2.0000 3.0000 4.0000 6.0000 6.0000 6.0000 7.0000 5.0000 4.0000 4.0000 6.0000 7.0000 6.0000 6.0000 6.0000 5.0000 5.0000 6.0000 6.0000 3.0000 3.0000 2.0000 2.0000 4.0000 4.0000 4.0000 4.0000 3.0000 4.0000 4.0000 4.0000 5.0000 4.0000 4.0000
17 5.0000 5.0000 3.0000 5.0000 6.0000 6.0000 4.0000 4.0000 7.0000 5.0000 7.0000 4.0000 5.0000 5.0000 6.0000 6.0000 5.0000 7.0000 5.0000 4.0000 4.0000 5.0000 4.0000 3.0000 4.0000 4.0000 3.0000 4.0000 6.0000 6.0000 6.0000 6.0000 2.0000 6.0000 6.0000 4.0000 7.0000 1.0000
18 4.0000 4.0000 5.0000 4.0000 4.0000 4.0000 2.0000 5.0000 5.0000 5.0000 7.0000 4.0000 5.0000 4.0000 7.0000 2.0000 5.0000 5.0000 5.0000 5.0000 5.0000 6.0000 4.0000 4.0000 4.0000 3.0000 4.0000 5.0000 5.0000 7.0000 5.0000 6.0000 4.0000 5.0000 6.0000 5.0000 6.0000 3.0000
19 4.0000 4.0000 3.0000 4.0000 5.0000 5.0000 4.0000 6.0000 5.0000 5.0000 5.0000 6.0000 5.0000 5.0000 3.0000 4.0000 7.0000 3.0000 4.0000 5.0000 5.0000 3.0000 4.0000 5.0000 5.0000 5.0000 4.0000 5.0000 6.0000 4.0000 5.0000 4.0000 3.0000 5.0000 5.0000 6.0000 5.0000 3.0000
20 5.0000 3.0000 4.0000 4.0000 3.0000 4.0000 6.0000 4.0000 5.0000 4.0000 6.0000 4.0000 6.0000 7.0000 4.0000 4.0000 6.0000 5.0000 3.0000 3.0000 4.0000 3.0000 4.0000 2.0000 2.0000 2.0000 2.0000 1.0000 6.0000 5.0000 6.0000 6.0000 3.0000 5.0000 5.0000 5.0000 5.0000 3.0000
21 3.0000 3.0000 3.0000 4.0000 3.0000 3.0000 3.0000 2.0000 6.0000 2.0000 5.0000 3.0000 4.0000 4.0000 2.0000 4.0000 3.0000 4.0000 3.0000 4.0000 3.0000 3.0000 4.0000 4.0000 3.0000 5.0000 4.0000 3.0000 7.0000 7.0000 7.0000 7.0000 1.0000 7.0000 7.0000 7.0000 7.0000 1.0000
19 3.0000 4.0000 4.0000 5.0000 5.0000 5.0000 3.0000 4.0000 3.0000 4.0000 2.0000 2.0000 1.0000 5.0000 4.0000 3.0000 2.0000 5.0000 3.0000 4.0000 3.0000 3.0000 3.0000 2.0000 2.0000 3.0000 3.0000 2.0000 7.0000 7.0000 7.0000 7.0000 1.0000 7.0000 7.0000 7.0000 7.0000 1.0000
22 5.0000 5.0000 4.0000 5.0000 5.0000 5.0000 4.0000 5.0000 5.0000 5.0000 3.0000 4.0000 4.0000 5.0000 6.0000 4.0000 5.0000 5.0000 5.0000 5.0000 5.0000 5.0000 4.0000 5.0000 5.0000 4.0000 4.0000 5.0000 3.0000 4.0000 5.0000 4.0000 4.0000 4.0000 5.0000 3.0000 4.0000 4.0000
23 2.0000 4.0000 3.0000 3.0000 3.0000 4.0000 5.0000 6.0000 4.0000 5.0000 5.0000 5.0000 6.0000 5.0000 5.0000 4.0000 7.0000 6.0000 5.0000 5.0000 6.0000 6.0000 4.0000 4.0000 2.0000 4.0000 4.0000 5.0000 4.0000 5.0000 4.0000 3.0000 2.0000 3.0000 4.0000 4.0000 4.0000 3.0000
24 4.0000 3.0000 5.0000 5.0000 5.0000 2.0000 7.0000 4.0000 1.0000 5.0000 3.0000 5.0000 5.0000 3.0000 2.0000 6.0000 5.0000 2.0000 5.0000 4.0000 3.0000 3.0000 4.0000 4.0000 3.0000 3.0000 4.0000 4.0000 4.0000 5.0000 4.0000 4.0000 4.0000 4.0000 5.0000 5.0000 6.0000 4.0000
12 6.0000 6.0000 5.0000 4.0000 5.0000 7.0000 5.0000 5.0000 5.0000 4.0000 5.0000 6.0000 5.0000 6.0000 6.0000 6.0000 7.0000 7.0000 4.0000 4.0000 3.0000 3.0000 4.0000 2.0000 1.0000 3.0000 3.0000 2.0000 4.0000 5.0000 4.0000 4.0000 3.0000 4.0000 4.0000 4.0000 3.0000 4.0000
